trend,url,promoted_content,query,tweet_volume,place,woeid,as_of,created_at
#GoldenGlobes,http://twitter.com/search?q=%23GoldenGlobes,NA,%23GoldenGlobes,665804,Worldwide,1,2023-01-11T10:32:33Z,2023-01-09T05:23:42Z
Jennifer Coolidge,http://twitter.com/search?q=%22Jennifer+Coolidge%22,NA,%22Jennifer+Coolidge%22,21427,Worldwide,1,2023-01-11T10:32:33Z,2023-01-09T05:23:42Z
Twitter Blue,http://twitter.com/search?q=%22Twitter+Blue%22,NA,%22Twitter+Blue%22,205883,Worldwide,1,2023-01-11T10:32:33Z,2023-01-09T05:23:42Z
Eddie Murphy,http://twitter.com/search?q=%22Eddie+Murphy%22,NA,%22Eddie+Murphy%22,12078,Worldwide,1,2023-01-11T10:32:33Z,2023-01-09T05:23:42Z
maxi,http://twitter.com/search?q=maxi,NA,maxi,48810,Worldwide,1,2023-01-11T10:32:33Z,2023-01-09T05:23:42Z
Vince,http://twitter.com/search?q=Vince,NA,Vince,57198,Worldwide,1,2023-01-11T10:32:33Z,2023-01-09T05:23:42Z
#NaatuNaatu,http://twitter.com/search?q=%23NaatuNaatu,NA,%23NaatuNaatu,76774,Worldwide,1,2023-01-11T10:32:33Z,2023-01-09T05:23:42Z
広告半分,http://twitter.com/search?q=%E5%BA%83%E5%91%8A%E5%8D%8A%E5%88%86,NA,%E5%BA%83%E5%91%8A%E5%8D%8A%E5%88%86,NA,Worldwide,1,2023-01-11T10:32:33Z,2023-01-09T05:23:42Z
Zendaya,http://twitter.com/search?q=Zendaya,NA,Zendaya,30821,Worldwide,1,2023-01-11T10:32:33Z,2023-01-09T05:23:42Z
Emerson Jake,http://twitter.com/search?q=%22Emerson+Jake%22,NA,%22Emerson+Jake%22,37832,Worldwide,1,2023-01-11T10:32:33Z,2023-01-09T05:23:42Z
Ryan Murphy,http://twitter.com/search?q=%22Ryan+Murphy%22,NA,%22Ryan+Murphy%22,10474,Worldwide,1,2023-01-11T10:32:33Z,2023-01-09T05:23:42Z
Michelle Yeoh,http://twitter.com/search?q=%22Michelle+Yeoh%22,NA,%22Michelle+Yeoh%22,65958,Worldwide,1,2023-01-11T10:32:33Z,2023-01-09T05:23:42Z
Regina Hall,http://twitter.com/search?q=%22Regina+Hall%22,NA,%22Regina+Hall%22,NA,Worldwide,1,2023-01-11T10:32:33Z,2023-01-09T05:23:42Z
#YetToComeInCinemas,http://twitter.com/search?q=%23YetToComeInCinemas,NA,%23YetToComeInCinemas,76752,Worldwide,1,2023-01-11T10:32:33Z,2023-01-09T05:23:42Z
Oscar,http://twitter.com/search?q=Oscar,NA,Oscar,126125,Worldwide,1,2023-01-11T10:32:33Z,2023-01-09T05:23:42Z
