trend,url,promoted_content,query,tweet_volume,place,woeid,as_of,created_at
#BecasEdomex,http://twitter.com/search?q=%23BecasEdomex,NA,%23BecasEdomex,96164,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Southampton,http://twitter.com/search?q=Southampton,NA,Southampton,49929,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Madrid,http://twitter.com/search?q=Madrid,NA,Madrid,224112,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
#iHeartAwards,http://twitter.com/search?q=%23iHeartAwards,NA,%23iHeartAwards,927631,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Courtois,http://twitter.com/search?q=Courtois,NA,Courtois,11245,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
كورتوا,http://twitter.com/search?q=%D9%83%D9%88%D8%B1%D8%AA%D9%88%D8%A7,NA,%D9%83%D9%88%D8%B1%D8%AA%D9%88%D8%A7,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
#SOUMCI,http://twitter.com/search?q=%23SOUMCI,NA,%23SOUMCI,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Asensio,http://twitter.com/search?q=Asensio,NA,Asensio,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
#SatmıyorumUlan,http://twitter.com/search?q=%23Satm%C4%B1yorumUlan,NA,%23Satm%C4%B1yorumUlan,19111,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
#chilhavisto,http://twitter.com/search?q=%23chilhavisto,NA,%23chilhavisto,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Palmer,http://twitter.com/search?q=Palmer,NA,Palmer,15841,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Benzema,http://twitter.com/search?q=Benzema,NA,Benzema,27463,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Vinicius,http://twitter.com/search?q=Vinicius,NA,Vinicius,18406,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Cancelo,http://twitter.com/search?q=Cancelo,NA,Cancelo,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
LOVE YOU ALBA,http://twitter.com/search?q=%22LOVE+YOU+ALBA%22,NA,%22LOVE+YOU+ALBA%22,107124,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Gomez,http://twitter.com/search?q=Gomez,NA,Gomez,103303,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Zanin,http://twitter.com/search?q=Zanin,NA,Zanin,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Phillips,http://twitter.com/search?q=Phillips,NA,Phillips,12368,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Lucas Vázquez,http://twitter.com/search?q=%22Lucas+V%C3%A1zquez%22,NA,%22Lucas+V%C3%A1zquez%22,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Camavinga,http://twitter.com/search?q=Camavinga,NA,Camavinga,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Kroos,http://twitter.com/search?q=Kroos,NA,Kroos,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
rauw,http://twitter.com/search?q=rauw,NA,rauw,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Ubisoft,http://twitter.com/search?q=Ubisoft,NA,Ubisoft,10186,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Sônia Guajajara,http://twitter.com/search?q=%22S%C3%B4nia+Guajajara%22,NA,%22S%C3%B4nia+Guajajara%22,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Shakira,http://twitter.com/search?q=Shakira,NA,Shakira,181367,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Mamardashvili,http://twitter.com/search?q=Mamardashvili,NA,Mamardashvili,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Vitinha,http://twitter.com/search?q=Vitinha,NA,Vitinha,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Nathan Jones,http://twitter.com/search?q=%22Nathan+Jones%22,NA,%22Nathan+Jones%22,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Djenepo,http://twitter.com/search?q=Djenepo,NA,Djenepo,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Cavani,http://twitter.com/search?q=Cavani,NA,Cavani,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
الريال,http://twitter.com/search?q=%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D9%84,NA,%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D9%84,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Bernat,http://twitter.com/search?q=Bernat,NA,Bernat,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Sara Manuela,http://twitter.com/search?q=%22Sara+Manuela%22,NA,%22Sara+Manuela%22,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
بنزيما,http://twitter.com/search?q=%D8%A8%D9%86%D8%B2%D9%8A%D9%85%D8%A7,NA,%D8%A8%D9%86%D8%B2%D9%8A%D9%85%D8%A7,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Modric,http://twitter.com/search?q=Modric,NA,Modric,12989,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Mukiele,http://twitter.com/search?q=Mukiele,NA,Mukiele,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Ekitike,http://twitter.com/search?q=Ekitike,NA,Ekitike,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Braga,http://twitter.com/search?q=Braga,NA,Braga,10577,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Carvajal,http://twitter.com/search?q=Carvajal,NA,Carvajal,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Angers,http://twitter.com/search?q=Angers,NA,Angers,26867,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Fran Pérez,http://twitter.com/search?q=%22Fran+P%C3%A9rez%22,NA,%22Fran+P%C3%A9rez%22,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Ceballos,http://twitter.com/search?q=Ceballos,NA,Ceballos,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Mbemba,http://twitter.com/search?q=Mbemba,NA,Mbemba,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Lavia,http://twitter.com/search?q=Lavia,NA,Lavia,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Neymar,http://twitter.com/search?q=Neymar,NA,Neymar,38620,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
فالفيردي,http://twitter.com/search?q=%D9%81%D8%A7%D9%84%D9%81%D9%8A%D8%B1%D8%AF%D9%8A,NA,%D9%81%D8%A7%D9%84%D9%81%D9%8A%D8%B1%D8%AF%D9%8A,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Povos Indígenas,http://twitter.com/search?q=%22Povos+Ind%C3%ADgenas%22,NA,%22Povos+Ind%C3%ADgenas%22,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Velma,http://twitter.com/search?q=Velma,NA,Velma,19357,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
Comert,http://twitter.com/search?q=Comert,NA,Comert,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
اسينسيو,http://twitter.com/search?q=%D8%A7%D8%B3%D9%8A%D9%86%D8%B3%D9%8A%D9%88,NA,%D8%A7%D8%B3%D9%8A%D9%86%D8%B3%D9%8A%D9%88,NA,Worldwide,1,2023-01-12T03:56:14Z,2023-01-07T17:34:26Z
