trend,url,promoted_content,query,tweet_volume,place,woeid,as_of,created_at
Aldo,http://twitter.com/search?q=Aldo,NA,Aldo,25897,Mexico,23424900,2023-03-05T04:53:28Z,2023-02-26T01:48:35Z
Combate,http://twitter.com/search?q=Combate,NA,Combate,20601,Mexico,23424900,2023-03-05T04:53:28Z,2023-02-26T01:48:35Z
#MarcoReyPicks,http://twitter.com/search?q=%23MarcoReyPicks,NA,%23MarcoReyPicks,NA,Mexico,23424900,2023-03-05T04:53:28Z,2023-02-26T01:48:35Z
#FMSArgentina,http://twitter.com/search?q=%23FMSArgentina,NA,%23FMSArgentina,NA,Mexico,23424900,2023-03-05T04:53:28Z,2023-02-26T01:48:35Z
Sevilla,http://twitter.com/search?q=Sevilla,NA,Sevilla,38793,Mexico,23424900,2023-03-05T04:53:28Z,2023-02-26T01:48:35Z
#dne라틴아메리카콘서트,http://twitter.com/search?q=%23dne%EB%9D%BC%ED%8B%B4%EC%95%84%EB%A9%94%EB%A6%AC%EC%B9%B4%EC%BD%98%EC%84%9C%ED%8A%B8,NA,%23dne%EB%9D%BC%ED%8B%B4%EC%95%84%EB%A9%94%EB%A6%AC%EC%B9%B4%EC%BD%98%EC%84%9C%ED%8A%B8,10589,Mexico,23424900,2023-03-05T04:53:28Z,2023-02-26T01:48:35Z
Hannah,http://twitter.com/search?q=Hannah,NA,Hannah,41476,Mexico,23424900,2023-03-05T04:53:28Z,2023-02-26T01:48:35Z
Griezmann,http://twitter.com/search?q=Griezmann,NA,Griezmann,10019,Mexico,23424900,2023-03-05T04:53:28Z,2023-02-26T01:48:35Z
Eurípides,http://twitter.com/search?q=Eur%C3%ADpides,NA,Eur%C3%ADpides,22658,Mexico,23424900,2023-03-05T04:53:28Z,2023-02-26T01:48:35Z
Botín,http://twitter.com/search?q=Bot%C3%ADn,NA,Bot%C3%ADn,NA,Mexico,23424900,2023-03-05T04:53:28Z,2023-02-26T01:48:35Z
#DnETourInLATAM,http://twitter.com/search?q=%23DnETourInLATAM,NA,%23DnETourInLATAM,11175,Mexico,23424900,2023-03-05T04:53:28Z,2023-02-26T01:48:35Z
