trend,url,promoted_content,query,tweet_volume,place,woeid,as_of,created_at
#جنين,http://twitter.com/search?q=%23%D8%AC%D9%86%D9%8A%D9%86,NA,%23%D8%AC%D9%86%D9%8A%D9%86,41159,Algeria,23424740,2023-01-27T09:23:14Z,2023-01-19T08:38:59Z
الجزائر,http://twitter.com/search?q=%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1,NA,%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1,15904,Algeria,23424740,2023-01-27T09:23:14Z,2023-01-19T08:38:59Z
الريال,http://twitter.com/search?q=%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D9%84,NA,%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D9%84,NA,Algeria,23424740,2023-01-27T09:23:14Z,2023-01-19T08:38:59Z
فرنسا,http://twitter.com/search?q=%D9%81%D8%B1%D9%86%D8%B3%D8%A7,NA,%D9%81%D8%B1%D9%86%D8%B3%D8%A7,11954,Algeria,23424740,2023-01-27T09:23:14Z,2023-01-19T08:38:59Z
فلسطين,http://twitter.com/search?q=%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86,NA,%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86,39180,Algeria,23424740,2023-01-27T09:23:14Z,2023-01-19T08:38:59Z
#بدي_حدا_حبو,http://twitter.com/search?q=%23%D8%A8%D8%AF%D9%8A_%D8%AD%D8%AF%D8%A7_%D8%AD%D8%A8%D9%88,NA,%23%D8%A8%D8%AF%D9%8A_%D8%AD%D8%AF%D8%A7_%D8%AD%D8%A8%D9%88,NA,Algeria,23424740,2023-01-27T09:23:14Z,2023-01-19T08:38:59Z
ريال مدريد,http://twitter.com/search?q=%22%D8%B1%D9%8A%D8%A7%D9%84+%D9%85%D8%AF%D8%B1%D9%8A%D8%AF%22,NA,%22%D8%B1%D9%8A%D8%A7%D9%84+%D9%85%D8%AF%D8%B1%D9%8A%D8%AF%22,21690,Algeria,23424740,2023-01-27T09:23:14Z,2023-01-19T08:38:59Z
روسيا,http://twitter.com/search?q=%D8%B1%D9%88%D8%B3%D9%8A%D8%A7,NA,%D8%B1%D9%88%D8%B3%D9%8A%D8%A7,NA,Algeria,23424740,2023-01-27T09:23:14Z,2023-01-19T08:38:59Z
امريكا,http://twitter.com/search?q=%D8%A7%D9%85%D8%B1%D9%8A%D9%83%D8%A7,NA,%D8%A7%D9%85%D8%B1%D9%8A%D9%83%D8%A7,42975,Algeria,23424740,2023-01-27T09:23:14Z,2023-01-19T08:38:59Z
الاتحاد,http://twitter.com/search?q=%D8%A7%D9%84%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF,NA,%D8%A7%D9%84%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF,553105,Algeria,23424740,2023-01-27T09:23:14Z,2023-01-19T08:38:59Z
