trend,url,promoted_content,query,tweet_volume,place,woeid,as_of,created_at
الأردن,http://twitter.com/search?q=%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86,NA,%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86,54153,Algeria,23424740,2022-12-17T04:38:24Z,2022-12-04T03:09:39Z
#جمعه_مباركه,http://twitter.com/search?q=%23%D8%AC%D9%85%D8%B9%D9%87_%D9%85%D8%A8%D8%A7%D8%B1%D9%83%D9%87,NA,%23%D8%AC%D9%85%D8%B9%D9%87_%D9%85%D8%A8%D8%A7%D8%B1%D9%83%D9%87,29412,Algeria,23424740,2022-12-17T04:38:24Z,2022-12-04T03:09:39Z
#يوم_الجمعه,http://twitter.com/search?q=%23%D9%8A%D9%88%D9%85_%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D9%87,NA,%23%D9%8A%D9%88%D9%85_%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D9%87,98758,Algeria,23424740,2022-12-17T04:38:24Z,2022-12-04T03:09:39Z
مرحبا بيك,http://twitter.com/search?q=%22%D9%85%D8%B1%D8%AD%D8%A8%D8%A7+%D8%A8%D9%8A%D9%83%22,NA,%22%D9%85%D8%B1%D8%AD%D8%A8%D8%A7+%D8%A8%D9%8A%D9%83%22,NA,Algeria,23424740,2022-12-17T04:38:24Z,2022-12-04T03:09:39Z
عبد المجيد,http://twitter.com/search?q=%22%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%85%D8%AC%D9%8A%D8%AF%22,NA,%22%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%85%D8%AC%D9%8A%D8%AF%22,NA,Algeria,23424740,2022-12-17T04:38:24Z,2022-12-04T03:09:39Z
فرنسا,http://twitter.com/search?q=%D9%81%D8%B1%D9%86%D8%B3%D8%A7,NA,%D9%81%D8%B1%D9%86%D8%B3%D8%A7,170287,Algeria,23424740,2022-12-17T04:38:24Z,2022-12-04T03:09:39Z
الرييس الجزايري,http://twitter.com/search?q=%22%D8%A7%D9%84%D8%B1%D9%8A%D9%8A%D8%B3+%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D9%8A%D8%B1%D9%8A%22,NA,%22%D8%A7%D9%84%D8%B1%D9%8A%D9%8A%D8%B3+%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D9%8A%D8%B1%D9%8A%22,NA,Algeria,23424740,2022-12-17T04:38:24Z,2022-12-04T03:09:39Z
#其要位實點善只用定,http://twitter.com/search?q=%23%E5%85%B6%E8%A6%81%E4%BD%8D%E5%AF%A6%E9%BB%9E%E5%96%84%E5%8F%AA%E7%94%A8%E5%AE%9A,NA,%23%E5%85%B6%E8%A6%81%E4%BD%8D%E5%AF%A6%E9%BB%9E%E5%96%84%E5%8F%AA%E7%94%A8%E5%AE%9A,142767,Algeria,23424740,2022-12-17T04:38:24Z,2022-12-04T03:09:39Z
#الماتش_يتعاود,http://twitter.com/search?q=%23%D8%A7%D9%84%D9%85%D8%A7%D8%AA%D8%B4_%D9%8A%D8%AA%D8%B9%D8%A7%D9%88%D8%AF,NA,%23%D8%A7%D9%84%D9%85%D8%A7%D8%AA%D8%B4_%D9%8A%D8%AA%D8%B9%D8%A7%D9%88%D8%AF,NA,Algeria,23424740,2022-12-17T04:38:24Z,2022-12-04T03:09:39Z
صالح الاعمال,http://twitter.com/search?q=%22%D8%B5%D8%A7%D9%84%D8%AD+%D8%A7%D9%84%D8%A7%D8%B9%D9%85%D8%A7%D9%84%22,NA,%22%D8%B5%D8%A7%D9%84%D8%AD+%D8%A7%D9%84%D8%A7%D8%B9%D9%85%D8%A7%D9%84%22,NA,Algeria,23424740,2022-12-17T04:38:24Z,2022-12-04T03:09:39Z
