trend,url,promoted_content,query,tweet_volume,place,woeid,as_of,created_at
الاتحاد الاوروبي,http://twitter.com/search?q=%22%D8%A7%D9%84%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF+%D8%A7%D9%84%D8%A7%D9%88%D8%B1%D9%88%D8%A8%D9%8A%22,NA,%22%D8%A7%D9%84%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF+%D8%A7%D9%84%D8%A7%D9%88%D8%B1%D9%88%D8%A8%D9%8A%22,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
الممثل السامي,http://twitter.com/search?q=%22%D8%A7%D9%84%D9%85%D9%85%D8%AB%D9%84+%D8%A7%D9%84%D8%B3%D8%A7%D9%85%D9%8A%22,NA,%22%D8%A7%D9%84%D9%85%D9%85%D8%AB%D9%84+%D8%A7%D9%84%D8%B3%D8%A7%D9%85%D9%8A%22,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
الشوون الخارجيه,http://twitter.com/search?q=%22%D8%A7%D9%84%D8%B4%D9%88%D9%88%D9%86+%D8%A7%D9%84%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A%D9%87%22,NA,%22%D8%A7%D9%84%D8%B4%D9%88%D9%88%D9%86+%D8%A7%D9%84%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A%D9%87%22,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
السياسه الامنيه,http://twitter.com/search?q=%22%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B3%D9%87+%D8%A7%D9%84%D8%A7%D9%85%D9%86%D9%8A%D9%87%22,NA,%22%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B3%D9%87+%D8%A7%D9%84%D8%A7%D9%85%D9%86%D9%8A%D9%87%22,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
رييس اللجنه الاوروبيه,http://twitter.com/search?q=%22%D8%B1%D9%8A%D9%8A%D8%B3+%D8%A7%D9%84%D9%84%D8%AC%D9%86%D9%87+%D8%A7%D9%84%D8%A7%D9%88%D8%B1%D9%88%D8%A8%D9%8A%D9%87%22,NA,%22%D8%B1%D9%8A%D9%8A%D8%B3+%D8%A7%D9%84%D9%84%D8%AC%D9%86%D9%87+%D8%A7%D9%84%D8%A7%D9%88%D8%B1%D9%88%D8%A8%D9%8A%D9%87%22,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
#سبويلر_ون_بيس,http://twitter.com/search?q=%23%D8%B3%D8%A8%D9%88%D9%8A%D9%84%D8%B1_%D9%88%D9%86_%D8%A8%D9%8A%D8%B3,NA,%23%D8%B3%D8%A8%D9%88%D9%8A%D9%84%D8%B1_%D9%88%D9%86_%D8%A8%D9%8A%D8%B3,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
#Oscars,http://twitter.com/search?q=%23Oscars,NA,%23Oscars,3419564,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
#KAI_RoverOutNow,http://twitter.com/search?q=%23KAI_RoverOutNow,NA,%23KAI_RoverOutNow,176237,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
التمور الجزايريه,http://twitter.com/search?q=%22%D8%A7%D9%84%D8%AA%D9%85%D9%88%D8%B1+%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D9%8A%D8%B1%D9%8A%D9%87%22,NA,%22%D8%A7%D9%84%D8%AA%D9%85%D9%88%D8%B1+%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D9%8A%D8%B1%D9%8A%D9%87%22,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
جوزيب بوريل,http://twitter.com/search?q=%22%D8%AC%D9%88%D8%B2%D9%8A%D8%A8+%D8%A8%D9%88%D8%B1%D9%8A%D9%84%22,NA,%22%D8%AC%D9%88%D8%B2%D9%8A%D8%A8+%D8%A8%D9%88%D8%B1%D9%8A%D9%84%22,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
الاموال المهربه,http://twitter.com/search?q=%22%D8%A7%D9%84%D8%A7%D9%85%D9%88%D8%A7%D9%84+%D8%A7%D9%84%D9%85%D9%87%D8%B1%D8%A8%D9%87%22,NA,%22%D8%A7%D9%84%D8%A7%D9%85%D9%88%D8%A7%D9%84+%D8%A7%D9%84%D9%85%D9%87%D8%B1%D8%A8%D9%87%22,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
رافينيا,http://twitter.com/search?q=%D8%B1%D8%A7%D9%81%D9%8A%D9%86%D9%8A%D8%A7,NA,%D8%B1%D8%A7%D9%81%D9%8A%D9%86%D9%8A%D8%A7,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
توريس,http://twitter.com/search?q=%D8%AA%D9%88%D8%B1%D9%8A%D8%B3,NA,%D8%AA%D9%88%D8%B1%D9%8A%D8%B3,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
#صباح_الخيرᅠ,http://twitter.com/search?q=%23%D8%B5%D8%A8%D8%A7%D8%AD_%D8%A7%D9%84%D8%AE%D9%8A%D8%B1%E1%85%A0,NA,%23%D8%B5%D8%A8%D8%A7%D8%AD_%D8%A7%D9%84%D8%AE%D9%8A%D8%B1%E1%85%A0,14442,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
بيلباو,http://twitter.com/search?q=%D8%A8%D9%8A%D9%84%D8%A8%D8%A7%D9%88,NA,%D8%A8%D9%8A%D9%84%D8%A8%D8%A7%D9%88,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
بوسكيتس,http://twitter.com/search?q=%D8%A8%D9%88%D8%B3%D9%83%D9%8A%D8%AA%D8%B3,NA,%D8%A8%D9%88%D8%B3%D9%83%D9%8A%D8%AA%D8%B3,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
#Nnattawin,http://twitter.com/search?q=%23Nnattawin,NA,%23Nnattawin,77347,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
شتيغن,http://twitter.com/search?q=%D8%B4%D8%AA%D9%8A%D8%BA%D9%86,NA,%D8%B4%D8%AA%D9%8A%D8%BA%D9%86,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
السعودية,http://twitter.com/search?q=%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9,NA,%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9,129813,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
بن ناصر,http://twitter.com/search?q=%22%D8%A8%D9%86+%D9%86%D8%A7%D8%B5%D8%B1%22,NA,%22%D8%A8%D9%86+%D9%86%D8%A7%D8%B5%D8%B1%22,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
القضيه الفلسطينيه,http://twitter.com/search?q=%22%D8%A7%D9%84%D9%82%D8%B6%D9%8A%D9%87+%D8%A7%D9%84%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D9%87%22,NA,%22%D8%A7%D9%84%D9%82%D8%B6%D9%8A%D9%87+%D8%A7%D9%84%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D9%87%22,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
زيدان,http://twitter.com/search?q=%D8%B2%D9%8A%D8%AF%D8%A7%D9%86,NA,%D8%B2%D9%8A%D8%AF%D8%A7%D9%86,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
روبيرتو,http://twitter.com/search?q=%D8%B1%D9%88%D8%A8%D9%8A%D8%B1%D8%AA%D9%88,NA,%D8%B1%D9%88%D8%A8%D9%8A%D8%B1%D8%AA%D9%88,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
13 مارس 2023,http://twitter.com/search?q=%2213+%D9%85%D8%A7%D8%B1%D8%B3+2023%22,NA,%2213+%D9%85%D8%A7%D8%B1%D8%B3+2023%22,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
كاسيميرو,http://twitter.com/search?q=%D9%83%D8%A7%D8%B3%D9%8A%D9%85%D9%8A%D8%B1%D9%88,NA,%D9%83%D8%A7%D8%B3%D9%8A%D9%85%D9%8A%D8%B1%D9%88,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
بدر الدين,http://twitter.com/search?q=%22%D8%A8%D8%AF%D8%B1+%D8%A7%D9%84%D8%AF%D9%8A%D9%86%22,NA,%22%D8%A8%D8%AF%D8%B1+%D8%A7%D9%84%D8%AF%D9%8A%D9%86%22,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
ايران,http://twitter.com/search?q=%D8%A7%D9%8A%D8%B1%D8%A7%D9%86,NA,%D8%A7%D9%8A%D8%B1%D8%A7%D9%86,252099,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
علي الاقل,http://twitter.com/search?q=%22%D8%B9%D9%84%D9%8A+%D8%A7%D9%84%D8%A7%D9%82%D9%84%22,NA,%22%D8%B9%D9%84%D9%8A+%D8%A7%D9%84%D8%A7%D9%82%D9%84%22,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
وزير الخارجيه,http://twitter.com/search?q=%22%D9%88%D8%B2%D9%8A%D8%B1+%D8%A7%D9%84%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A%D9%87%22,NA,%22%D9%88%D8%B2%D9%8A%D8%B1+%D8%A7%D9%84%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A%D9%87%22,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
الجيش الوطني الشعبي,http://twitter.com/search?q=%22%D8%A7%D9%84%D8%AC%D9%8A%D8%B4+%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A+%D8%A7%D9%84%D8%B4%D8%B9%D8%A8%D9%8A%22,NA,%22%D8%A7%D9%84%D8%AC%D9%8A%D8%B4+%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A+%D8%A7%D9%84%D8%B4%D8%B9%D8%A8%D9%8A%22,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
نايف,http://twitter.com/search?q=%D9%86%D8%A7%D9%8A%D9%81,NA,%D9%86%D8%A7%D9%8A%D9%81,26251,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
عدم الانحياز,http://twitter.com/search?q=%22%D8%B9%D8%AF%D9%85+%D8%A7%D9%84%D8%A7%D9%86%D8%AD%D9%8A%D8%A7%D8%B2%22,NA,%22%D8%B9%D8%AF%D9%85+%D8%A7%D9%84%D8%A7%D9%86%D8%AD%D9%8A%D8%A7%D8%B2%22,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
الرييس الاوغندي,http://twitter.com/search?q=%22%D8%A7%D9%84%D8%B1%D9%8A%D9%8A%D8%B3+%D8%A7%D9%84%D8%A7%D9%88%D8%BA%D9%86%D8%AF%D9%8A%22,NA,%22%D8%A7%D9%84%D8%B1%D9%8A%D9%8A%D8%B3+%D8%A7%D9%84%D8%A7%D9%88%D8%BA%D9%86%D8%AF%D9%8A%22,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
تونس,http://twitter.com/search?q=%D8%AA%D9%88%D9%86%D8%B3,NA,%D8%AA%D9%88%D9%86%D8%B3,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
برشلونة,http://twitter.com/search?q=%D8%A8%D8%B1%D8%B4%D9%84%D9%88%D9%86%D8%A9,NA,%D8%A8%D8%B1%D8%B4%D9%84%D9%88%D9%86%D8%A9,29712,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
شهر رمضان,http://twitter.com/search?q=%22%D8%B4%D9%87%D8%B1+%D8%B1%D9%85%D8%B6%D8%A7%D9%86%22,NA,%22%D8%B4%D9%87%D8%B1+%D8%B1%D9%85%D8%B6%D8%A7%D9%86%22,30676,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
البحرين,http://twitter.com/search?q=%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%D9%8A%D9%86,NA,%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%D9%8A%D9%86,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
اسبانيا,http://twitter.com/search?q=%D8%A7%D8%B3%D8%A8%D8%A7%D9%86%D9%8A%D8%A7,NA,%D8%A7%D8%B3%D8%A8%D8%A7%D9%86%D9%8A%D8%A7,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
رييس الجمهوريه,http://twitter.com/search?q=%22%D8%B1%D9%8A%D9%8A%D8%B3+%D8%A7%D9%84%D8%AC%D9%85%D9%87%D9%88%D8%B1%D9%8A%D9%87%22,NA,%22%D8%B1%D9%8A%D9%8A%D8%B3+%D8%A7%D9%84%D8%AC%D9%85%D9%87%D9%88%D8%B1%D9%8A%D9%87%22,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
الصين,http://twitter.com/search?q=%D8%A7%D9%84%D8%B5%D9%8A%D9%86,NA,%D8%A7%D9%84%D8%B5%D9%8A%D9%86,12240,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
فالفيردي,http://twitter.com/search?q=%D9%81%D8%A7%D9%84%D9%81%D9%8A%D8%B1%D8%AF%D9%8A,NA,%D9%81%D8%A7%D9%84%D9%81%D9%8A%D8%B1%D8%AF%D9%8A,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
Download Now,http://twitter.com/search?q=%22Download+Now%22,NA,%22Download+Now%22,14483,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
بلادهم,http://twitter.com/search?q=%D8%A8%D9%84%D8%A7%D8%AF%D9%87%D9%85,NA,%D8%A8%D9%84%D8%A7%D8%AF%D9%87%D9%85,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
Selena,http://twitter.com/search?q=Selena,NA,Selena,51349,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
ريال مدريد,http://twitter.com/search?q=%22%D8%B1%D9%8A%D8%A7%D9%84+%D9%85%D8%AF%D8%B1%D9%8A%D8%AF%22,NA,%22%D8%B1%D9%8A%D8%A7%D9%84+%D9%85%D8%AF%D8%B1%D9%8A%D8%AF%22,13018,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
فيصل,http://twitter.com/search?q=%D9%81%D9%8A%D8%B5%D9%84,NA,%D9%81%D9%8A%D8%B5%D9%84,59908,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
إسرائيل,http://twitter.com/search?q=%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84,NA,%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84,23999,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
المملكه السعوديه,http://twitter.com/search?q=%22%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D9%87+%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D9%87%22,NA,%22%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D9%87+%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D9%87%22,16782,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
ابن عثيمين,http://twitter.com/search?q=%22%D8%A7%D8%A8%D9%86+%D8%B9%D8%AB%D9%8A%D9%85%D9%8A%D9%86%22,NA,%22%D8%A7%D8%A8%D9%86+%D8%B9%D8%AB%D9%8A%D9%85%D9%8A%D9%86%22,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
الايام القادمه,http://twitter.com/search?q=%22%D8%A7%D9%84%D8%A7%D9%8A%D8%A7%D9%85+%D8%A7%D9%84%D9%82%D8%A7%D8%AF%D9%85%D9%87%22,NA,%22%D8%A7%D9%84%D8%A7%D9%8A%D8%A7%D9%85+%D8%A7%D9%84%D9%82%D8%A7%D8%AF%D9%85%D9%87%22,NA,Algeria,23424740,2023-03-14T02:07:44Z,2023-02-18T05:30:28Z
#Oscars,http://twitter.com/search?q=%23Oscars,NA,%23Oscars,3419564,Argentina,23424747,2023-03-14T02:07:45Z,2023-03-09T15:50:38Z
#Argentina1985,http://twitter.com/search?q=%23Argentina1985,NA,%23Argentina1985,35901,Argentina,23424747,2023-03-14T02:07:45Z,2023-03-09T15:50:38Z
Ibarra,http://twitter.com/search?q=Ibarra,NA,Ibarra,25565,Argentina,23424747,2023-03-14T02:07:45Z,2023-03-09T15:50:38Z
#GranAcomodo,http://twitter.com/search?q=%23GranAcomodo,NA,%23GranAcomodo,38807,Argentina,23424747,2023-03-14T02:07:45Z,2023-03-09T15:50:38Z
#GranHermano2022,http://twitter.com/search?q=%23GranHermano2022,NA,%23GranHermano2022,23397,Argentina,23424747,2023-03-14T02:07:45Z,2023-03-09T15:50:38Z
Brendan Fraser,http://twitter.com/search?q=%22Brendan+Fraser%22,NA,%22Brendan+Fraser%22,355689,Argentina,23424747,2023-03-14T02:07:45Z,2023-03-09T15:50:38Z
Romina,http://twitter.com/search?q=Romina,NA,Romina,155751,Argentina,23424747,2023-03-14T02:07:45Z,2023-03-09T15:50:38Z
Blaquier,http://twitter.com/search?q=Blaquier,NA,Blaquier,NA,Argentina,23424747,2023-03-14T02:07:45Z,2023-03-09T15:50:38Z
Villa,http://twitter.com/search?q=Villa,NA,Villa,71514,Argentina,23424747,2023-03-14T02:07:45Z,2023-03-09T15:50:38Z
