trend,url,promoted_content,query,tweet_volume,place,woeid,as_of,created_at
#الكيان_ينهار,http://twitter.com/search?q=%23%D8%A7%D9%84%D9%83%D9%8A%D8%A7%D9%86_%D9%8A%D9%86%D9%87%D8%A7%D8%B1,NA,%23%D8%A7%D9%84%D9%83%D9%8A%D8%A7%D9%86_%D9%8A%D9%86%D9%87%D8%A7%D8%B1,NA,Algeria,23424740,2023-03-27T23:47:55Z,2023-03-12T20:27:29Z
#NIGALG,http://twitter.com/search?q=%23NIGALG,NA,%23NIGALG,NA,Algeria,23424740,2023-03-27T23:47:55Z,2023-03-12T20:27:29Z
Delort,http://twitter.com/search?q=Delort,NA,Delort,NA,Algeria,23424740,2023-03-27T23:47:55Z,2023-03-12T20:27:29Z
الشوط الاول,http://twitter.com/search?q=%22%D8%A7%D9%84%D8%B4%D9%88%D8%B7+%D8%A7%D9%84%D8%A7%D9%88%D9%84%22,NA,%22%D8%A7%D9%84%D8%B4%D9%88%D8%B7+%D8%A7%D9%84%D8%A7%D9%88%D9%84%22,NA,Algeria,23424740,2023-03-27T23:47:55Z,2023-03-12T20:27:29Z
التشكيله الاساسيه,http://twitter.com/search?q=%22%D8%A7%D9%84%D8%AA%D8%B4%D9%83%D9%8A%D9%84%D9%87+%D8%A7%D9%84%D8%A7%D8%B3%D8%A7%D8%B3%D9%8A%D9%87%22,NA,%22%D8%A7%D9%84%D8%AA%D8%B4%D9%83%D9%8A%D9%84%D9%87+%D8%A7%D9%84%D8%A7%D8%B3%D8%A7%D8%B3%D9%8A%D9%87%22,NA,Algeria,23424740,2023-03-27T23:47:55Z,2023-03-12T20:27:29Z
Zerrouki,http://twitter.com/search?q=Zerrouki,NA,Zerrouki,NA,Algeria,23424740,2023-03-27T23:47:55Z,2023-03-12T20:27:29Z
المنتخب الوطني,http://twitter.com/search?q=%22%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%AE%D8%A8+%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%22,NA,%22%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%AE%D8%A8+%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%22,NA,Algeria,23424740,2023-03-27T23:47:55Z,2023-03-12T20:27:29Z
Kadri,http://twitter.com/search?q=Kadri,NA,Kadri,NA,Algeria,23424740,2023-03-27T23:47:55Z,2023-03-12T20:27:29Z
#الكيان_الموقت,http://twitter.com/search?q=%23%D8%A7%D9%84%D9%83%D9%8A%D8%A7%D9%86_%D8%A7%D9%84%D9%85%D9%88%D9%82%D8%AA,NA,%23%D8%A7%D9%84%D9%83%D9%8A%D8%A7%D9%86_%D8%A7%D9%84%D9%85%D9%88%D9%82%D8%AA,NA,Algeria,23424740,2023-03-27T23:47:55Z,2023-03-12T20:27:29Z
الربيع العبري,http://twitter.com/search?q=%22%D8%A7%D9%84%D8%B1%D8%A8%D9%8A%D8%B9+%D8%A7%D9%84%D8%B9%D8%A8%D8%B1%D9%8A%22,NA,%22%D8%A7%D9%84%D8%B1%D8%A8%D9%8A%D8%B9+%D8%A7%D9%84%D8%B9%D8%A8%D8%B1%D9%8A%22,NA,Algeria,23424740,2023-03-27T23:47:55Z,2023-03-12T20:27:29Z
