trend,url,promoted_content,query,tweet_volume,place,woeid,as_of,created_at
Christmas,http://twitter.com/search?q=Christmas,NA,Christmas,3180459,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
Mahrez,http://twitter.com/search?q=Mahrez,NA,Mahrez,17124,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
Liverpool,http://twitter.com/search?q=Liverpool,NA,Liverpool,111704,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
السيتي,http://twitter.com/search?q=%D8%A7%D9%84%D8%B3%D9%8A%D8%AA%D9%8A,NA,%D8%A7%D9%84%D8%B3%D9%8A%D8%AA%D9%8A,NA,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
#تبون,http://twitter.com/search?q=%23%D8%AA%D8%A8%D9%88%D9%86,NA,%23%D8%AA%D8%A8%D9%88%D9%86,NA,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
النصر,http://twitter.com/search?q=%D8%A7%D9%84%D9%86%D8%B5%D8%B1,NA,%D8%A7%D9%84%D9%86%D8%B5%D8%B1,81944,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
محرز,http://twitter.com/search?q=%D9%85%D8%AD%D8%B1%D8%B2,NA,%D9%85%D8%AD%D8%B1%D8%B2,NA,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
ليفربول,http://twitter.com/search?q=%D9%84%D9%8A%D9%81%D8%B1%D8%A8%D9%88%D9%84,NA,%D9%84%D9%8A%D9%81%D8%B1%D8%A8%D9%88%D9%84,15306,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
عبد المجيد,http://twitter.com/search?q=%22%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%85%D8%AC%D9%8A%D8%AF%22,NA,%22%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%85%D8%AC%D9%8A%D8%AF%22,NA,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
L'actu,http://twitter.com/search?q=L%27actu,NA,L%27actu,NA,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
#الجزائر,http://twitter.com/search?q=%23%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1,NA,%23%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1,NA,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
#Crypto,http://twitter.com/search?q=%23Crypto,NA,%23Crypto,208761,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
Google,http://twitter.com/search?q=Google,NA,Google,572971,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
#SeyFer,http://twitter.com/search?q=%23SeyFer,NA,%23SeyFer,14470,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
#فلسطين,http://twitter.com/search?q=%23%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86,NA,%23%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86,NA,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
Spotify,http://twitter.com/search?q=Spotify,NA,Spotify,567775,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
Barça,http://twitter.com/search?q=Bar%C3%A7a,NA,Bar%C3%A7a,27397,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
Juste,http://twitter.com/search?q=Juste,NA,Juste,86024,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
Algeria,http://twitter.com/search?q=Algeria,NA,Algeria,NA,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
محمد,http://twitter.com/search?q=%D9%85%D8%AD%D9%85%D8%AF,NA,%D9%85%D8%AD%D9%85%D8%AF,447174,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
Neymar,http://twitter.com/search?q=Neymar,NA,Neymar,50864,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
Queen,http://twitter.com/search?q=Queen,NA,Queen,319508,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
كريستيانو,http://twitter.com/search?q=%D9%83%D8%B1%D9%8A%D8%B3%D8%AA%D9%8A%D8%A7%D9%86%D9%88,NA,%D9%83%D8%B1%D9%8A%D8%B3%D8%AA%D9%8A%D8%A7%D9%86%D9%88,19825,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
Ukraine,http://twitter.com/search?q=Ukraine,NA,Ukraine,827279,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
Noël,http://twitter.com/search?q=No%C3%ABl,NA,No%C3%ABl,319031,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
التذكير اليومي,http://twitter.com/search?q=%22%D8%A7%D9%84%D8%AA%D8%B0%D9%83%D9%8A%D8%B1+%D8%A7%D9%84%D9%8A%D9%88%D9%85%D9%8A%22,NA,%22%D8%A7%D9%84%D8%AA%D8%B0%D9%83%D9%8A%D8%B1+%D8%A7%D9%84%D9%8A%D9%88%D9%85%D9%8A%22,NA,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
Parlement,http://twitter.com/search?q=Parlement,NA,Parlement,NA,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
اسبانيا,http://twitter.com/search?q=%D8%A7%D8%B3%D8%A8%D8%A7%D9%86%D9%8A%D8%A7,NA,%D8%A7%D8%B3%D8%A8%D8%A7%D9%86%D9%8A%D8%A7,NA,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
jungkook,http://twitter.com/search?q=jungkook,NA,jungkook,185068,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
تونس,http://twitter.com/search?q=%D8%AA%D9%88%D9%86%D8%B3,NA,%D8%AA%D9%88%D9%86%D8%B3,NA,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
تويتر,http://twitter.com/search?q=%D8%AA%D9%88%D9%8A%D8%AA%D8%B1,NA,%D8%AA%D9%88%D9%8A%D8%AA%D8%B1,907358,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
Zidane,http://twitter.com/search?q=Zidane,NA,Zidane,10261,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
Islam,http://twitter.com/search?q=Islam,NA,Islam,74984,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
Luffy,http://twitter.com/search?q=Luffy,NA,Luffy,18356,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
وليد,http://twitter.com/search?q=%D9%88%D9%84%D9%8A%D8%AF,NA,%D9%88%D9%84%D9%8A%D8%AF,12362,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
رونالدو,http://twitter.com/search?q=%D8%B1%D9%88%D9%86%D8%A7%D9%84%D8%AF%D9%88,NA,%D8%B1%D9%88%D9%86%D8%A7%D9%84%D8%AF%D9%88,34198,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
زيدان,http://twitter.com/search?q=%D8%B2%D9%8A%D8%AF%D8%A7%D9%86,NA,%D8%B2%D9%8A%D8%AF%D8%A7%D9%86,NA,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
الفردوس الاعلي,http://twitter.com/search?q=%22%D8%A7%D9%84%D9%81%D8%B1%D8%AF%D9%88%D8%B3+%D8%A7%D9%84%D8%A7%D8%B9%D9%84%D9%8A%22,NA,%22%D8%A7%D9%84%D9%81%D8%B1%D8%AF%D9%88%D8%B3+%D8%A7%D9%84%D8%A7%D8%B9%D9%84%D9%8A%22,NA,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
Russie,http://twitter.com/search?q=Russie,NA,Russie,19678,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
الشعب الجزايري,http://twitter.com/search?q=%22%D8%A7%D9%84%D8%B4%D8%B9%D8%A8+%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D9%8A%D8%B1%D9%8A%22,NA,%22%D8%A7%D9%84%D8%B4%D8%B9%D8%A8+%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D9%8A%D8%B1%D9%8A%22,NA,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
King,http://twitter.com/search?q=King,NA,King,485396,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
J'avoue,http://twitter.com/search?q=J%27avoue,NA,J%27avoue,NA,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
Karim Benzema,http://twitter.com/search?q=%22Karim+Benzema%22,NA,%22Karim+Benzema%22,NA,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
TikTok,http://twitter.com/search?q=TikTok,NA,TikTok,36957,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
امريكا,http://twitter.com/search?q=%D8%A7%D9%85%D8%B1%D9%8A%D9%83%D8%A7,NA,%D8%A7%D9%85%D8%B1%D9%8A%D9%83%D8%A7,59453,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
S'il,http://twitter.com/search?q=S%27il,NA,S%27il,84345,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
Souscripteur,http://twitter.com/search?q=Souscripteur,NA,Souscripteur,NA,Algeria,23424740,2022-12-23T22:29:04Z,2022-12-07T19:26:28Z
Rossi,http://twitter.com/search?q=Rossi,NA,Rossi,NA,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Corte,http://twitter.com/search?q=Corte,NA,Corte,181337,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Feliz Navidad,http://twitter.com/search?q=%22Feliz+Navidad%22,NA,%22Feliz+Navidad%22,135768,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Brey,http://twitter.com/search?q=Brey,NA,Brey,NA,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
#nadiedicenada,http://twitter.com/search?q=%23nadiedicenada,NA,%23nadiedicenada,NA,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Ten Hag,http://twitter.com/search?q=%22Ten+Hag%22,NA,%22Ten+Hag%22,12920,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Constitución,http://twitter.com/search?q=Constituci%C3%B3n,NA,Constituci%C3%B3n,62524,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Felices Fiestas,http://twitter.com/search?q=%22Felices+Fiestas%22,NA,%22Felices+Fiestas%22,56640,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
República,http://twitter.com/search?q=Rep%C3%BAblica,NA,Rep%C3%BAblica,76353,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Tini,http://twitter.com/search?q=Tini,NA,Tini,48463,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
#BuenViernes,http://twitter.com/search?q=%23BuenViernes,NA,%23BuenViernes,NA,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
KIM TAEHYUNG,http://twitter.com/search?q=%22KIM+TAEHYUNG%22,NA,%22KIM+TAEHYUNG%22,138459,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
CSJN,http://twitter.com/search?q=CSJN,NA,CSJN,NA,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
#DolarBlue,http://twitter.com/search?q=%23DolarBlue,NA,%23DolarBlue,NA,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Nochebuena,http://twitter.com/search?q=Nochebuena,NA,Nochebuena,21622,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Rocha,http://twitter.com/search?q=Rocha,NA,Rocha,13481,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Visa,http://twitter.com/search?q=Visa,NA,Visa,23485,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Golpistas,http://twitter.com/search?q=Golpistas,NA,Golpistas,27822,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Videla,http://twitter.com/search?q=Videla,NA,Videla,NA,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Richarlison,http://twitter.com/search?q=Richarlison,NA,Richarlison,14343,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Noel,http://twitter.com/search?q=Noel,NA,Noel,319738,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Alberto Fernández,http://twitter.com/search?q=%22Alberto+Fern%C3%A1ndez%22,NA,%22Alberto+Fern%C3%A1ndez%22,30577,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Estado de Derecho,http://twitter.com/search?q=%22Estado+de+Derecho%22,NA,%22Estado+de+Derecho%22,20430,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Maxi Moralez,http://twitter.com/search?q=%22Maxi+Moralez%22,NA,%22Maxi+Moralez%22,NA,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
#ElDestapeSinFin,http://twitter.com/search?q=%23ElDestapeSinFin,NA,%23ElDestapeSinFin,NA,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Flamengo,http://twitter.com/search?q=Flamengo,NA,Flamengo,33771,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
dibu fernandez,http://twitter.com/search?q=%22dibu+fernandez%22,NA,%22dibu+fernandez%22,NA,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Poder Judicial,http://twitter.com/search?q=%22Poder+Judicial%22,NA,%22Poder+Judicial%22,26361,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Christmas,http://twitter.com/search?q=Christmas,NA,Christmas,3180459,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
#GELP,http://twitter.com/search?q=%23GELP,NA,%23GELP,NA,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Wanda,http://twitter.com/search?q=Wanda,NA,Wanda,13252,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Presidente,http://twitter.com/search?q=Presidente,NA,Presidente,511472,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
París,http://twitter.com/search?q=Par%C3%ADs,NA,Par%C3%ADs,271950,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Congreso,http://twitter.com/search?q=Congreso,NA,Congreso,87860,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Grinch,http://twitter.com/search?q=Grinch,NA,Grinch,53674,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
En Francia,http://twitter.com/search?q=%22En+Francia%22,NA,%22En+Francia%22,24771,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Democracia,http://twitter.com/search?q=Democracia,NA,Democracia,101658,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Ejecutivo,http://twitter.com/search?q=Ejecutivo,NA,Ejecutivo,14654,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Juicio Político,http://twitter.com/search?q=%22Juicio+Pol%C3%ADtico%22,NA,%22Juicio+Pol%C3%ADtico%22,16379,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Lucio,http://twitter.com/search?q=Lucio,NA,Lucio,NA,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
El FMI,http://twitter.com/search?q=%22El+FMI%22,NA,%22El+FMI%22,NA,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Burro,http://twitter.com/search?q=Burro,NA,Burro,21255,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Casciari,http://twitter.com/search?q=Casciari,NA,Casciari,39891,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Senado,http://twitter.com/search?q=Senado,NA,Senado,45288,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Rodrigo De Paul,http://twitter.com/search?q=%22Rodrigo+De+Paul%22,NA,%22Rodrigo+De+Paul%22,NA,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Horacio,http://twitter.com/search?q=Horacio,NA,Horacio,NA,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Male,http://twitter.com/search?q=Male,NA,Male,149974,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Licha,http://twitter.com/search?q=Licha,NA,Licha,NA,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Hernan,http://twitter.com/search?q=Hernan,NA,Hernan,20623,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Provincias,http://twitter.com/search?q=Provincias,NA,Provincias,23473,Argentina,23424747,2022-12-23T22:29:05Z,2022-12-16T19:18:45Z
Christmas,http://twitter.com/search?q=Christmas,NA,Christmas,3180459,Australia,23424748,2022-12-23T22:29:08Z,2022-12-14T10:56:39Z
Ronni,http://twitter.com/search?q=Ronni,NA,Ronni,NA,Australia,23424748,2022-12-23T22:29:08Z,2022-12-14T10:56:39Z
#carolsinthedomain,http://twitter.com/search?q=%23carolsinthedomain,NA,%23carolsinthedomain,NA,Australia,23424748,2022-12-23T22:29:08Z,2022-12-14T10:56:39Z
Andrew Gee,http://twitter.com/search?q=%22Andrew+Gee%22,NA,%22Andrew+Gee%22,NA,Australia,23424748,2022-12-23T22:29:08Z,2022-12-14T10:56:39Z
Mr Salt,http://twitter.com/search?q=%22Mr+Salt%22,NA,%22Mr+Salt%22,NA,Australia,23424748,2022-12-23T22:29:08Z,2022-12-14T10:56:39Z
#brivwsw,http://twitter.com/search?q=%23brivwsw,NA,%23brivwsw,NA,Australia,23424748,2022-12-23T22:29:08Z,2022-12-14T10:56:39Z
Merry Xmas,http://twitter.com/search?q=%22Merry+Xmas%22,NA,%22Merry+Xmas%22,52278,Australia,23424748,2022-12-23T22:29:08Z,2022-12-14T10:56:39Z
