trend,url,promoted_content,query,tweet_volume,place,woeid,as_of,created_at
#JIMINDAY,http://twitter.com/search?q=%23JIMINDAY,NA,%23JIMINDAY,623705,Algeria,23424740,2022-10-13T01:28:06Z,2022-10-05T10:11:35Z
#HappyBirthdayJimin,http://twitter.com/search?q=%23HappyBirthdayJimin,NA,%23HappyBirthdayJimin,435230,Algeria,23424740,2022-10-13T01:28:06Z,2022-10-05T10:11:35Z
JUNGKOOK,http://twitter.com/search?q=JUNGKOOK,NA,JUNGKOOK,452356,Algeria,23424740,2022-10-13T01:28:06Z,2022-10-05T10:11:35Z
#OurBelovedJimin,http://twitter.com/search?q=%23OurBelovedJimin,NA,%23OurBelovedJimin,207587,Algeria,23424740,2022-10-13T01:28:06Z,2022-10-05T10:11:35Z
Piqué,http://twitter.com/search?q=Piqu%C3%A9,NA,Piqu%C3%A9,76153,Algeria,23424740,2022-10-13T01:28:06Z,2022-10-05T10:11:35Z
#지구에년성아_환영해,http://twitter.com/search?q=%23%EC%A7%80%EA%B5%AC%EC%97%90%EB%85%84%EC%84%B1%EC%95%84_%ED%99%98%EC%98%81%ED%95%B4,NA,%23%EC%A7%80%EA%B5%AC%EC%97%90%EB%85%84%EC%84%B1%EC%95%84_%ED%99%98%EC%98%81%ED%95%B4,126588,Algeria,23424740,2022-10-13T01:28:06Z,2022-10-05T10:11:35Z
#بلايلي,http://twitter.com/search?q=%23%D8%A8%D9%84%D8%A7%D9%8A%D9%84%D9%8A,NA,%23%D8%A8%D9%84%D8%A7%D9%8A%D9%84%D9%8A,NA,Algeria,23424740,2022-10-13T01:28:06Z,2022-10-05T10:11:35Z
Ajaccio,http://twitter.com/search?q=Ajaccio,NA,Ajaccio,NA,Algeria,23424740,2022-10-13T01:28:06Z,2022-10-05T10:11:35Z
Chelsea,http://twitter.com/search?q=Chelsea,NA,Chelsea,133234,Algeria,23424740,2022-10-13T01:28:06Z,2022-10-05T10:11:35Z
Mbappe,http://twitter.com/search?q=Mbappe,NA,Mbappe,152953,Algeria,23424740,2022-10-13T01:28:06Z,2022-10-05T10:11:35Z
اليوفي,http://twitter.com/search?q=%D8%A7%D9%84%D9%8A%D9%88%D9%81%D9%8A,NA,%D8%A7%D9%84%D9%8A%D9%88%D9%81%D9%8A,NA,Algeria,23424740,2022-10-13T01:28:06Z,2022-10-05T10:11:35Z
الانتر,http://twitter.com/search?q=%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1,NA,%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1,14206,Algeria,23424740,2022-10-13T01:28:06Z,2022-10-05T10:11:35Z
Milan,http://twitter.com/search?q=Milan,NA,Milan,135908,Algeria,23424740,2022-10-13T01:28:06Z,2022-10-05T10:11:35Z
مدريد,http://twitter.com/search?q=%D9%85%D8%AF%D8%B1%D9%8A%D8%AF,NA,%D9%85%D8%AF%D8%B1%D9%8A%D8%AF,28507,Algeria,23424740,2022-10-13T01:28:06Z,2022-10-05T10:11:35Z
Benzema,http://twitter.com/search?q=Benzema,NA,Benzema,28385,Algeria,23424740,2022-10-13T01:28:06Z,2022-10-05T10:11:35Z
