trend,url,promoted_content,query,tweet_volume,place,woeid,as_of,created_at
#JoyAwards,http://twitter.com/search?q=%23JoyAwards,NA,%23JoyAwards,119327,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
#نجوي_كرم_في_ابها,http://twitter.com/search?q=%23%D9%86%D8%AC%D9%88%D9%8A_%D9%83%D8%B1%D9%85_%D9%81%D9%8A_%D8%A7%D8%A8%D9%87%D8%A7,NA,%23%D9%86%D8%AC%D9%88%D9%8A_%D9%83%D8%B1%D9%85_%D9%81%D9%8A_%D8%A7%D8%A8%D9%87%D8%A7,NA,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
Mozambique,http://twitter.com/search?q=Mozambique,NA,Mozambique,NA,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
#نانسي_عجرم,http://twitter.com/search?q=%23%D9%86%D8%A7%D9%86%D8%B3%D9%8A_%D8%B9%D8%AC%D8%B1%D9%85,NA,%23%D9%86%D8%A7%D9%86%D8%B3%D9%8A_%D8%B9%D8%AC%D8%B1%D9%85,NA,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
السويد,http://twitter.com/search?q=%D8%A7%D9%84%D8%B3%D9%88%D9%8A%D8%AF,NA,%D8%A7%D9%84%D8%B3%D9%88%D9%8A%D8%AF,43448,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
ليفربول,http://twitter.com/search?q=%D9%84%D9%8A%D9%81%D8%B1%D8%A8%D9%88%D9%84,NA,%D9%84%D9%8A%D9%81%D8%B1%D8%A8%D9%88%D9%84,20620,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
Liverpool,http://twitter.com/search?q=Liverpool,NA,Liverpool,223181,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
#JIMINxDIOR,http://twitter.com/search?q=%23JIMINxDIOR,NA,%23JIMINxDIOR,198086,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
صلاح,http://twitter.com/search?q=%D8%B5%D9%84%D8%A7%D8%AD,NA,%D8%B5%D9%84%D8%A7%D8%AD,14652,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
Mahrez,http://twitter.com/search?q=Mahrez,NA,Mahrez,NA,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
jhope,http://twitter.com/search?q=jhope,NA,jhope,314817,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
Hobi,http://twitter.com/search?q=Hobi,NA,Hobi,205727,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
#المراركه_ماشفتوش,http://twitter.com/search?q=%23%D8%A7%D9%84%D9%85%D8%B1%D8%A7%D8%B1%D9%83%D9%87_%D9%85%D8%A7%D8%B4%D9%81%D8%AA%D9%88%D8%B4,NA,%23%D8%A7%D9%84%D9%85%D8%B1%D8%A7%D8%B1%D9%83%D9%87_%D9%85%D8%A7%D8%B4%D9%81%D8%AA%D9%88%D8%B4,NA,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
سطيف العالي,http://twitter.com/search?q=%22%D8%B3%D8%B7%D9%8A%D9%81+%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%8A%22,NA,%22%D8%B3%D8%B7%D9%8A%D9%81+%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%8A%22,NA,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
تشيلسي,http://twitter.com/search?q=%D8%AA%D8%B4%D9%8A%D9%84%D8%B3%D9%8A,NA,%D8%AA%D8%B4%D9%8A%D9%84%D8%B3%D9%8A,18689,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
jisoo,http://twitter.com/search?q=jisoo,NA,jisoo,111671,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
Chelsea,http://twitter.com/search?q=Chelsea,NA,Chelsea,309640,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
محرز,http://twitter.com/search?q=%D9%85%D8%AD%D8%B1%D8%B2,NA,%D9%85%D8%AD%D8%B1%D8%B2,NA,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
Goku,http://twitter.com/search?q=Goku,NA,Goku,26016,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
علي نعمه الاسلام,http://twitter.com/search?q=%22%D8%B9%D9%84%D9%8A+%D9%86%D8%B9%D9%85%D9%87+%D8%A7%D9%84%D8%A7%D8%B3%D9%84%D8%A7%D9%85%22,NA,%22%D8%B9%D9%84%D9%8A+%D9%86%D8%B9%D9%85%D9%87+%D8%A7%D9%84%D8%A7%D8%B3%D9%84%D8%A7%D9%85%22,NA,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
blackpink,http://twitter.com/search?q=blackpink,NA,blackpink,167947,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
روسيا,http://twitter.com/search?q=%D8%B1%D9%88%D8%B3%D9%8A%D8%A7,NA,%D8%B1%D9%88%D8%B3%D9%8A%D8%A7,14280,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
Brighton,http://twitter.com/search?q=Brighton,NA,Brighton,47759,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
Quran,http://twitter.com/search?q=Quran,NA,Quran,41265,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
الرياض,http://twitter.com/search?q=%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6,NA,%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6,1629692,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
Cardi,http://twitter.com/search?q=Cardi,NA,Cardi,19282,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
Poutine,http://twitter.com/search?q=Poutine,NA,Poutine,12484,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
السيتي,http://twitter.com/search?q=%D8%A7%D9%84%D8%B3%D9%8A%D8%AA%D9%8A,NA,%D8%A7%D9%84%D8%B3%D9%8A%D8%AA%D9%8A,NA,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
النصر,http://twitter.com/search?q=%D8%A7%D9%84%D9%86%D8%B5%D8%B1,NA,%D8%A7%D9%84%D9%86%D8%B5%D8%B1,144661,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
رونالدو,http://twitter.com/search?q=%D8%B1%D9%88%D9%86%D8%A7%D9%84%D8%AF%D9%88,NA,%D8%B1%D9%88%D9%86%D8%A7%D9%84%D8%AF%D9%88,59797,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
Espèce,http://twitter.com/search?q=Esp%C3%A8ce,NA,Esp%C3%A8ce,NA,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
North Africa,http://twitter.com/search?q=%22North+Africa%22,NA,%22North+Africa%22,NA,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
Islam,http://twitter.com/search?q=Islam,NA,Islam,81462,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
GOAT,http://twitter.com/search?q=GOAT,NA,GOAT,94094,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
علي محمد,http://twitter.com/search?q=%22%D8%B9%D9%84%D9%8A+%D9%85%D8%AD%D9%85%D8%AF%22,NA,%22%D8%B9%D9%84%D9%8A+%D9%85%D8%AD%D9%85%D8%AF%22,142837,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
Google,http://twitter.com/search?q=Google,NA,Google,509680,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
Arsenal,http://twitter.com/search?q=Arsenal,NA,Arsenal,214893,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
العراق,http://twitter.com/search?q=%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82,NA,%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82,54929,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
توتنهام,http://twitter.com/search?q=%D8%AA%D9%88%D8%AA%D9%86%D9%87%D8%A7%D9%85,NA,%D8%AA%D9%88%D8%AA%D9%86%D9%87%D8%A7%D9%85,NA,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
Arab,http://twitter.com/search?q=Arab,NA,Arab,37265,Algeria,23424740,2023-01-22T10:16:19Z,2023-01-08T18:51:53Z
