trend,url,promoted_content,query,tweet_volume,place,woeid,as_of,created_at
#FelizMiercoles,http://twitter.com/search?q=%23FelizMiercoles,NA,%23FelizMiercoles,18720,Acapulco,110978,2023-02-16T00:26:45Z,2023-02-14T21:55:28Z
#Aeromar,http://twitter.com/search?q=%23Aeromar,NA,%23Aeromar,NA,Acapulco,110978,2023-02-16T00:26:45Z,2023-02-14T21:55:28Z
Descansa Reb,http://twitter.com/search?q=%22Descansa+Reb%22,NA,%22Descansa+Reb%22,NA,Acapulco,110978,2023-02-16T00:26:45Z,2023-02-14T21:55:28Z
Cáncer Infantil,http://twitter.com/search?q=%22C%C3%A1ncer+Infantil%22,NA,%22C%C3%A1ncer+Infantil%22,22228,Acapulco,110978,2023-02-16T00:26:45Z,2023-02-14T21:55:28Z
#DíaDeLaMujerMexicana,http://twitter.com/search?q=%23D%C3%ADaDeLaMujerMexicana,NA,%23D%C3%ADaDeLaMujerMexicana,NA,Acapulco,110978,2023-02-16T00:26:45Z,2023-02-14T21:55:28Z
Calamardo,http://twitter.com/search?q=Calamardo,NA,Calamardo,NA,Acapulco,110978,2023-02-16T00:26:45Z,2023-02-14T21:55:28Z
#LaSirenita,http://twitter.com/search?q=%23LaSirenita,NA,%23LaSirenita,NA,Acapulco,110978,2023-02-16T00:26:45Z,2023-02-14T21:55:28Z
Barcelona,http://twitter.com/search?q=Barcelona,NA,Barcelona,154629,Acapulco,110978,2023-02-16T00:26:45Z,2023-02-14T21:55:28Z
Steve Jobs,http://twitter.com/search?q=%22Steve+Jobs%22,NA,%22Steve+Jobs%22,NA,Acapulco,110978,2023-02-16T00:26:45Z,2023-02-14T21:55:28Z
#PoderosoSinControl,http://twitter.com/search?q=%23PoderosoSinControl,NA,%23PoderosoSinControl,NA,Acapulco,110978,2023-02-16T00:26:45Z,2023-02-14T21:55:28Z
Arsenal,http://twitter.com/search?q=Arsenal,NA,Arsenal,166260,Acapulco,110978,2023-02-16T00:26:45Z,2023-02-14T21:55:28Z
Julián Araujo,http://twitter.com/search?q=%22Juli%C3%A1n+Araujo%22,NA,%22Juli%C3%A1n+Araujo%22,NA,Acapulco,110978,2023-02-16T00:26:45Z,2023-02-14T21:55:28Z
Hechizada,http://twitter.com/search?q=Hechizada,NA,Hechizada,NA,Acapulco,110978,2023-02-16T00:26:45Z,2023-02-14T21:55:28Z
Benfica,http://twitter.com/search?q=Benfica,NA,Benfica,21267,Acapulco,110978,2023-02-16T00:26:45Z,2023-02-14T21:55:28Z
Barca,http://twitter.com/search?q=Barca,NA,Barca,114831,Acapulco,110978,2023-02-16T00:26:45Z,2023-02-14T21:55:28Z
