trend,url,promoted_content,query,tweet_volume,place,woeid,as_of,created_at
Teotihuacán,http://twitter.com/search?q=Teotihuac%C3%A1n,NA,Teotihuac%C3%A1n,15190,Acapulco,110978,2023-04-02T02:16:27Z,2023-03-30T10:48:46Z
Ansu,http://twitter.com/search?q=Ansu,NA,Ansu,19499,Acapulco,110978,2023-04-02T02:16:27Z,2023-03-30T10:48:46Z
#FelizSabado,http://twitter.com/search?q=%23FelizSabado,NA,%23FelizSabado,17607,Acapulco,110978,2023-04-02T02:16:27Z,2023-03-30T10:48:46Z
#StandAndDeliver,http://twitter.com/search?q=%23StandAndDeliver,NA,%23StandAndDeliver,68558,Acapulco,110978,2023-04-02T02:16:27Z,2023-03-30T10:48:46Z
#ellasenvix,http://twitter.com/search?q=%23ellasenvix,NA,%23ellasenvix,NA,Acapulco,110978,2023-04-02T02:16:27Z,2023-03-30T10:48:46Z
Dortmund,http://twitter.com/search?q=Dortmund,NA,Dortmund,80643,Acapulco,110978,2023-04-02T02:16:27Z,2023-03-30T10:48:46Z
Bayern,http://twitter.com/search?q=Bayern,NA,Bayern,121509,Acapulco,110978,2023-04-02T02:16:27Z,2023-03-30T10:48:46Z
Chelsea,http://twitter.com/search?q=Chelsea,NA,Chelsea,277741,Acapulco,110978,2023-04-02T02:16:27Z,2023-03-30T10:48:46Z
Rayadas,http://twitter.com/search?q=Rayadas,NA,Rayadas,NA,Acapulco,110978,2023-04-02T02:16:27Z,2023-03-30T10:48:46Z
Potter,http://twitter.com/search?q=Potter,NA,Potter,176615,Acapulco,110978,2023-04-02T02:16:27Z,2023-03-30T10:48:46Z
Santiago González,http://twitter.com/search?q=%22Santiago+Gonz%C3%A1lez%22,NA,%22Santiago+Gonz%C3%A1lez%22,NA,Acapulco,110978,2023-04-02T02:16:27Z,2023-03-30T10:48:46Z
Lewandowski,http://twitter.com/search?q=Lewandowski,NA,Lewandowski,24598,Acapulco,110978,2023-04-02T02:16:27Z,2023-03-30T10:48:46Z
#AprilFoolsDay,http://twitter.com/search?q=%23AprilFoolsDay,NA,%23AprilFoolsDay,929602,Acapulco,110978,2023-04-02T02:16:27Z,2023-03-30T10:48:46Z
Ferran,http://twitter.com/search?q=Ferran,NA,Ferran,NA,Acapulco,110978,2023-04-02T02:16:27Z,2023-03-30T10:48:46Z
Elche,http://twitter.com/search?q=Elche,NA,Elche,23663,Acapulco,110978,2023-04-02T02:16:27Z,2023-03-30T10:48:46Z
this is us,http://twitter.com/search?q=%22this+is+us%22,NA,%22this+is+us%22,237280,Acapulco,110978,2023-04-02T02:16:27Z,2023-03-30T10:48:46Z
#CristianRey,http://twitter.com/search?q=%23CristianRey,NA,%23CristianRey,NA,Acapulco,110978,2023-04-02T02:16:27Z,2023-03-30T10:48:46Z
Tuchel,http://twitter.com/search?q=Tuchel,NA,Tuchel,61117,Acapulco,110978,2023-04-02T02:16:27Z,2023-03-30T10:48:46Z
Bundesliga,http://twitter.com/search?q=Bundesliga,NA,Bundesliga,29332,Acapulco,110978,2023-04-02T02:16:27Z,2023-03-30T10:48:46Z
