trend,url,promoted_content,query,tweet_volume,place,woeid,as_of,created_at
Puebla,http://twitter.com/search?q=Puebla,NA,Puebla,33206,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
#TriplemaniaXXX,http://twitter.com/search?q=%23TriplemaniaXXX,NA,%23TriplemaniaXXX,NA,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Larcamon,http://twitter.com/search?q=Larcamon,NA,Larcamon,NA,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Damm,http://twitter.com/search?q=Damm,NA,Damm,NA,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Fidalgo,http://twitter.com/search?q=Fidalgo,NA,Fidalgo,NA,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Cruz Azul,http://twitter.com/search?q=%22Cruz+Azul%22,NA,%22Cruz+Azul%22,16721,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
#SUPERJUNIOR_KAMPLA2022,http://twitter.com/search?q=%23SUPERJUNIOR_KAMPLA2022,NA,%23SUPERJUNIOR_KAMPLA2022,19223,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Layún,http://twitter.com/search?q=Lay%C3%BAn,NA,Lay%C3%BAn,NA,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Irapuato,http://twitter.com/search?q=Irapuato,NA,Irapuato,NA,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Yankees,http://twitter.com/search?q=Yankees,NA,Yankees,116608,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Pagano,http://twitter.com/search?q=Pagano,NA,Pagano,NA,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Pueblita,http://twitter.com/search?q=Pueblita,NA,Pueblita,NA,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Azteca,http://twitter.com/search?q=Azteca,NA,Azteca,10642,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Rayados,http://twitter.com/search?q=Rayados,NA,Rayados,26895,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Romero,http://twitter.com/search?q=Romero,NA,Romero,21446,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Baca,http://twitter.com/search?q=Baca,NA,Baca,53280,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
#TOHSPOILERS,http://twitter.com/search?q=%23TOHSPOILERS,NA,%23TOHSPOILERS,29998,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Roger Martínez,http://twitter.com/search?q=%22Roger+Mart%C3%ADnez%22,NA,%22Roger+Mart%C3%ADnez%22,NA,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Villano IV,http://twitter.com/search?q=%22Villano+IV%22,NA,%22Villano+IV%22,NA,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Araujo,http://twitter.com/search?q=Araujo,NA,Araujo,21887,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Hijo del Vikingo,http://twitter.com/search?q=%22Hijo+del+Vikingo%22,NA,%22Hijo+del+Vikingo%22,NA,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Astros,http://twitter.com/search?q=Astros,NA,Astros,123212,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Cibernético,http://twitter.com/search?q=Cibern%C3%A9tico,NA,Cibern%C3%A9tico,NA,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Cata,http://twitter.com/search?q=Cata,NA,Cata,NA,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Potro,http://twitter.com/search?q=Potro,NA,Potro,NA,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Gallardo,http://twitter.com/search?q=Gallardo,NA,Gallardo,32593,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Monterrey,http://twitter.com/search?q=Monterrey,NA,Monterrey,20942,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Lara,http://twitter.com/search?q=Lara,NA,Lara,34919,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Maguito,http://twitter.com/search?q=Maguito,NA,Maguito,NA,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Funes Mori,http://twitter.com/search?q=%22Funes+Mori%22,NA,%22Funes+Mori%22,NA,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
Andrada,http://twitter.com/search?q=Andrada,NA,Andrada,NA,Acapulco,110978,2022-10-16T09:39:32Z,2022-10-15T01:28:39Z
